test_idx,true_label,regime,score1_rank,score1_value,score2_value,orig_pred,orig_confidence,adv_pred,adv_confidence_orig_class,success,l2_norm,weighted_l2_norm,confidence_drop
106,1,aggressive,662,0.022917967289686203,0.13022466003894806,1,0.7978157997131348,0,1.5652652785025367e-11,1,1.7458763122558594,0.18750982767921948,0.7978157996974821
107,0,aggressive,1589,0.014249573461711407,0.0531526654958725,0,0.8615937829017639,1,3.1995725180422596e-07,1,2.128316879272461,0.3405102337974474,0.8615934629445121
108,0,aggressive,1673,0.014123037457466125,0.04847373068332672,0,0.8175472617149353,1,6.548411874973681e-07,1,1.9999250173568726,0.31846811430034344,0.8175466068737478
109,0,aggressive,2149,0.0156312994658947,0.04355918988585472,0,0.8705945014953613,1,3.445917400313192e-07,1,2.1507279872894287,0.34463986171478994,0.8705941569036213
110,0,aggressive,483,0.025631895288825035,0.07531064003705978,0,0.9993670582771301,1,0.001859030919149518,1,0.9720131158828735,0.13273301485071917,0.9975080273579806
111,0,aggressive,2022,0.012649429962038994,0.028049945831298828,0,0.7655625343322754,1,1.9720316686289152e-06,1,1.8431285619735718,0.2921896276543971,0.7655605623006068
112,0,aggressive,2065,0.01365730632096529,0.02675941400229931,0,0.9149326682090759,1,1.8247523314585123e-07,1,2.248465061187744,0.36263097485499585,0.9149324857338428
113,0,aggressive,1365,0.013291370123624802,0.02782207727432251,0,0.9756432771682739,1,8.842946499498794e-07,1,2.0203778743743896,0.3235858288930509,0.975642392873624
114,1,aggressive,445,0.02636053040623665,0.09033302962779999,1,0.912571370601654,0,3.6895213270327076e-05,1,0.6104812622070312,0.0605443359379942,0.9125344753883837
115,0,aggressive,1263,0.014173425734043121,0.06516250967979431,0,0.9769167304039001,1,3.3571035373825e-07,1,2.1835808753967285,0.34926176280736626,0.9769163946935464
116,0,aggressive,2114,0.014855299144983292,0.026923563331365585,0,0.870591402053833,1,3.3244216979255725e-07,1,2.1507415771484375,0.34481223860532184,0.8705910696116632
117,1,aggressive,532,0.02275712974369526,0.11265119165182114,1,0.9535032510757446,0,0.0018470927607268095,1,0.4137623906135559,0.04261260848947648,0.9516561583150178
118,1,aggressive,605,0.020281953737139702,0.12531402707099915,1,0.9449558258056641,0,0.0003723690169863403,1,0.4925418198108673,0.049939723349714735,0.9445834567886777
119,0,aggressive,1454,0.01320868544280529,0.07225929200649261,0,0.9435166120529175,1,8.022210806757357e-08,1,2.369813919067383,0.38191958463947767,0.9435165318308094
120,0,aggressive,170,0.04988858103752136,0.34016183018684387,0,0.991544246673584,1,0.00010871639096876606,1,1.3666454553604126,0.20171459228074945,0.9914355302826152
121,0,aggressive,1088,0.015737833455204964,0.04078425467014313,0,0.958489716053009,1,7.458762496526106e-08,1,2.380103588104248,0.3839325023161536,0.9584896414653841
122,0,aggressive,2128,0.015183130279183388,0.030786169692873955,0,0.9144594073295593,1,1.8265352252910816e-07,1,2.2461142539978027,0.3618898511523557,0.9144592246760368
123,0,aggressive,304,0.03041757084429264,0.10544535517692566,0,0.9666244983673096,1,6.418962072984868e-08,1,2.3976058959960938,0.38623469657040777,0.9666244341776888
124,0,aggressive,10,0.18849624693393707,0.24514633417129517,0,0.9999998807907104,1,0.026361286640167236,1,1.0324651002883911,0.13861500886853562,0.9736385941505432
125,0,aggressive,1391,0.013363104313611984,0.05425860732793808,0,0.589301586151123,1,4.1023125959327444e-05,1,1.3319674730300903,0.20489873906422548,0.5892605630251637
126,1,aggressive,691,0.02088131010532379,0.07636866718530655,1,0.7460857629776001,0,6.549120512393258e-13,1,1.9317975044250488,0.19474115415405813,0.7460857629769452
127,0,aggressive,62,0.08619297295808792,0.15270096063613892,0,0.9964689016342163,1,0.0009575849398970604,1,1.0770447254180908,0.15608619153599743,0.9955113166943192
129,0,aggressive,818,0.01916813850402832,0.060633838176727295,0,0.6231719851493835,1,1.9901459381799214e-05,1,1.423230528831482,0.21966119321611424,0.6231520836900017
131,0,aggressive,1328,0.013659851625561714,0.05317768454551697,0,0.6254900693893433,1,2.4315495465998538e-05,1,1.4380030632019043,0.22285881991078588,0.6254657538938773
132,0,aggressive,2147,0.015465589240193367,0.015465715900063515,0,0.7375959753990173,1,3.4744125514407642e-06,1,1.7615776062011719,0.2782082090194127,0.7375925009864659
133,0,aggressive,1729,0.015394220128655434,0.07883746176958084,0,0.9227012991905212,1,1.2617074673926254e-07,1,2.304884910583496,0.3710035302611947,0.9227011730197745
134,0,aggressive,2246,0.0002989158674608916,0.0006290271412581205,0,0.8287785649299622,1,1.031121428241022e-06,1,1.9968446493148804,0.31932992505090485,0.8287775338085339
135,0,aggressive,642,0.019787408411502838,0.08270496129989624,0,0.8449705839157104,1,4.593686071530101e-07,1,2.0495541095733643,0.3275210681044487,0.8449701245471033
136,0,aggressive,802,0.018569311127066612,0.04212804138660431,0,0.9963956475257874,1,0.0006242989329621196,1,1.0465450286865234,0.15381545222300588,0.9957713485928252
137,1,aggressive,1182,0.014310835860669613,0.0532391183078289,1,0.8833292722702026,0,0.00012906519987154752,1,0.5260905027389526,0.052254642382977654,0.8832002070703311
139,0,aggressive,417,0.028959477320313454,0.12216055393218994,0,0.9980431795120239,1,0.0002625164925120771,1,1.1464731693267822,0.16242173129449555,0.9977806630195118
140,0,aggressive,2104,0.014008457772433758,0.03960837796330452,0,0.7875106930732727,1,1.5883491641943692e-06,1,1.906222939491272,0.3030674678981505,0.7875091047241085
141,0,aggressive,1971,0.013167934492230415,0.04419270157814026,0,0.9545421600341797,1,9.826842983784445e-08,1,2.3644862174987793,0.38204782696512657,0.9545420617657498
142,1,aggressive,337,0.030321097001433372,0.12328653037548065,1,0.8878729939460754,0,0.0006982004269957542,1,0.45120111107826233,0.04380027659452047,0.8871747935190797
143,1,aggressive,670,0.01966829039156437,0.12990832328796387,1,0.9181736707687378,0,0.00016756595869082958,1,0.5624370574951172,0.055630022474296534,0.918006104810047
144,1,aggressive,801,0.018871359527111053,0.09210272133350372,1,0.6413019299507141,0,1.778725951251392e-11,1,1.7151007652282715,0.17991877654400967,0.6413019299329269
145,0,aggressive,1693,0.01323487889021635,0.10328057408332825,0,0.9497581720352173,1,1.289397886239385e-07,1,2.330683708190918,0.37409283779478475,0.9497580430954287
146,0,aggressive,2273,7.249738700920716e-05,0.00012089850497432053,0,0.830634593963623,1,9.990694707084913e-07,1,2.002192497253418,0.32024831495981376,0.8306335948941523
147,1,aggressive,1759,0.016416853293776512,0.05862477421760559,1,0.7675942778587341,0,4.0835092468896605e-13,1,2.0060932636260986,0.20405500763389914,0.7675942778583258
148,1,aggressive,153,0.05560952425003052,0.13275331258773804,1,0.94230717420578,0,0.0002015978388953954,1,0.5816251039505005,0.05650183468587211,0.9421055763668846
149,0,aggressive,1165,0.014732379466295242,0.0750802606344223,0,0.9703171253204346,1,7.180920391647305e-08,1,2.4180855751037598,0.3901360780763836,0.9703170535112307
150,1,aggressive,669,0.01968235708773136,0.15184149146080017,1,0.8301255702972412,0,1.3880611504646367e-06,1,0.9003857374191284,0.09183510448548685,0.8301241822360907
152,1,aggressive,1611,0.014465400017797947,0.044591329991817474,1,0.6829054951667786,0,3.9825157061024186e-12,1,1.8233221769332886,0.1879827573188021,0.6829054951627961
153,1,aggressive,1215,0.01506777387112379,0.059977516531944275,1,0.8902618288993835,0,7.445134997396963e-06,1,0.6947609782218933,0.07067082396305173,0.8902543837643861
154,1,aggressive,216,0.0452410988509655,0.22033526003360748,1,0.8082067370414734,0,7.108030310176705e-12,1,1.834099292755127,0.18861007854924572,0.8082067370343654
155,0,aggressive,2164,0.014850091189146042,0.026538576930761337,0,0.7470539808273315,1,2.9581071885331767e-06,1,1.7892522811889648,0.28291269468268937,0.747051022720143
156,0,aggressive,2103,0.014228270389139652,0.016520366072654724,0,0.7389516830444336,1,3.302987579445471e-06,1,1.7665241956710815,0.27892239995872975,0.7389483800568541
157,1,aggressive,1537,0.013313191011548042,0.04649440944194794,1,0.614820122718811,0,4.0486218544355523e-11,1,1.6330382823944092,0.16593672785103544,0.6148201226783249
158,0,aggressive,2289,2.0224862964823842e-05,3.531893889885396e-05,0,0.8310263156890869,1,9.924449386744527e-07,1,2.0033209323883057,0.32044209715949956,0.8310253232441482
159,1,aggressive,715,0.018906325101852417,0.09284768998622894,1,0.9608919620513916,0,0.0030902621801942587,1,0.39782726764678955,0.04153535109748706,0.9578016998711973
160,1,aggressive,592,0.020770926028490067,0.11094801872968674,1,0.9720913767814636,0,0.0028670767787843943,1,0.4282678961753845,0.04523214700657347,0.9692243000026792
161,1,aggressive,1304,0.013598613440990448,0.06268683075904846,1,0.8953975439071655,0,8.75245314091444e-05,1,0.559569239616394,0.05603063146595752,0.8953100193757564
162,1,aggressive,35,0.11990824341773987,0.30788901448249817,1,0.9027803540229797,0,0.0004243298608344048,1,0.5097787380218506,0.04718621599427701,0.9023560241621453
164,0,aggressive,2081,0.013533707708120346,0.03523103892803192,0,0.7834367156028748,1,1.629750954634801e-06,1,1.895883321762085,0.3011846050680296,0.7834350858519201
165,1,aggressive,1784,0.013116653077304363,0.04581768438220024,1,0.6733497381210327,0,1.3322549660688132e-11,1,1.7192574739456177,0.17190977802989033,0.6733497381077101
166,0,aggressive,43,0.10758056491613388,0.35553377866744995,0,0.9752067923545837,1,2.176865336878109e-06,1,1.877371072769165,0.2917249850579126,0.9752046154892469
168,0,aggressive,2038,0.013485018163919449,0.030901825055480003,0,0.9280665516853333,1,1.6172333516806248e-07,1,2.285745859146118,0.36874446963436786,0.9280663899619981
169,1,aggressive,1239,0.014482161030173302,0.07230746746063232,1,0.9133979082107544,0,0.00036651091068051755,1,0.47895538806915283,0.04880065007037881,0.9130313973000739
170,1,aggressive,107,0.06608031690120697,0.20881539583206177,1,0.9024580121040344,0,0.00019272908684797585,1,0.5584707260131836,0.05221085641796522,0.9022652830171864
171,0,aggressive,1237,0.0157912690192461,0.07592449337244034,0,0.7263971567153931,1,4.009813892480452e-06,1,1.7287461757659912,0.27264359537176214,0.7263931469015006
172,1,aggressive,1581,0.013956021517515182,0.04447183385491371,1,0.7177155613899231,0,1.185268354818303e-12,1,1.9286632537841797,0.194863529814857,0.7177155613887378
173,0,aggressive,694,0.019945934414863586,0.06277310848236084,0,0.98997962474823,1,0.00018972990801557899,1,1.2387304306030273,0.18667741415317718,0.9897898948402144
174,0,aggressive,2093,0.01407957449555397,0.0464329794049263,0,0.8238560557365417,1,6.904321594447538e-07,1,2.014040231704712,0.32139002475945266,0.8238553653043823
175,0,aggressive,1092,0.015608830377459526,0.05274519324302673,0,0.8286330699920654,1,5.12009421527182e-07,1,2.0079681873321533,0.3196622866951877,0.8286325579826439
176,0,aggressive,1992,0.013516651466488838,0.03287579119205475,0,0.8338459134101868,1,5.551737558562309e-07,1,2.047700881958008,0.32686197094559627,0.8338453582364309
177,0,aggressive,2198,0.01635137014091015,0.03408270329236984,0,0.7974855899810791,1,1.3400986063061282e-06,1,1.9361803531646729,0.308094637661538,0.7974842498824728
178,0,aggressive,1431,0.013624226674437523,0.09830886125564575,0,0.9558049440383911,1,9.428795522126165e-08,1,2.37099027633667,0.3828276369929785,0.9558048497504359
